"","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"1",61.639744,62.625202,60.920841,61.728596,1637998,56.32021
"2",61.882069,62.075928,61.445881,62.019386,1165948,56.585522
"3",61.793217,62.431339,61.074314,61.817448,1155178,56.401272
"4",62.46365,63.780293,62.390953,62.778675,3123350,57.278286
"5",62.705978,62.924072,61.744751,61.970921,1271055,56.541298
"6",62.302101,62.79483,61.777061,62.213245,1811689,56.762394
"7",62.269791,63.998383,62.140549,63.941841,1800176,58.339539
"8",63.869144,63.957996,62.374798,63.303715,1144283,57.75732
"9",64.458801,65.831985,63.739902,64.337639,2165386,58.700661
"10",63.974152,64.184166,62.980614,63.150242,1620542,57.617298
"11",63.045235,63.747982,63.045235,63.32795,1197394,57.77943
"12",63.602585,63.990307,62.754444,63.206783,1460469,57.668884
"13",63.497578,64.030693,63.31987,63.828754,1213364,58.236362
"14",63.554119,63.925686,62.770599,63.384491,1065051,57.83102
"15",63.537964,65.218094,63.384491,65.03231,1391264,59.334473
"16",65.411957,65.977386,64.709206,65.799675,2221096,60.034595
"17",64.99192,66.494347,63.554119,64.886917,2627160,59.201805
"18",65.153473,65.153473,64.103394,64.450729,1597763,58.803844
"19",64.305328,64.305328,62.552505,63.35218,1470249,57.801544
"20",63.206783,63.28756,62.116318,62.80291,3571630,57.300392
"21",63.255249,63.683361,62.447495,63.182552,1532520,57.646774
"22",62.924072,63.158321,62.455574,62.843296,1074460,57.337238
"23",63.021004,63.91761,62.980614,63.683361,1004266,58.103706
"24",63.400646,63.594505,62.754444,63.012924,777959,57.492012
"25",63.247173,63.675282,62.399033,62.722134,1320698,57.226688
"26",62.552505,62.915993,61.970921,62.810986,1373066,57.307755
"27",63.06139,63.772213,62.689823,63.691437,1189347,58.111069
"28",63.852989,64.240707,63.699516,64.038773,803338,58.427979
"29",64.273018,64.983849,64.208405,64.297256,959698,58.663815
"30",63.651051,64.418419,63.651051,64.418419,867962,58.774361
"31",64.224556,64.781906,64.071083,64.741516,824137,59.069141
"32",64.854607,64.854607,64.022614,64.604202,988172,58.943867
"33",64.240707,64.571892,63.764137,64.571892,1238743,58.914391
"34",64.547661,65.56543,64.450729,65.331177,1231686,59.60714
"35",64.491112,66.12278,64.491112,65.363487,2367551,59.636627
"36",65.759293,65.985458,64.563812,64.854607,1807232,59.172329
"37",63.861065,64.668823,63.077545,64.668823,982724,59.327946
"38",64.51535,65.072701,64.281097,64.838448,1159882,59.483566
"39",64.604202,65.274635,64.39418,64.701134,1446851,59.357594
"40",65.630051,66.68821,65.630051,66.090469,1367742,60.632172
"41",65.831985,65.977386,64.975769,65.04039,766446,59.668823
"42",65.04039,65.452339,64.547661,64.935379,722125,59.572487
"43",63.925686,65.088852,63.901455,64.975769,1041653,59.609547
"44",65.048462,65.048462,64.079163,64.127625,1092164,58.831444
"45",64.127625,64.636513,62.358643,62.399033,3024310,57.245613
"46",62.23748,62.455574,60.993538,61.663975,3120874,56.571262
"47",62.326332,62.552505,61.276253,62.043617,2326450,56.919548
"48",61.9063,62.738289,61.9063,62.705978,1382722,57.52721
"49",61.882069,62.310177,61.365105,62.245556,1199127,57.104816
"50",62.705978,64.248787,62.479805,64.079163,1806613,58.786983
"51",64.159935,64.450729,63.432957,64.087234,1755979,58.794395
"52",64.40226,64.579971,63.974152,64.378029,2012617,59.061169
"53",64.168015,64.846527,63.691437,64.47496,1277740,59.150097
"54",64.943459,65.113083,63.174477,63.239094,1591944,58.016296
"55",62.940228,63.408726,62.600967,62.980614,1424938,57.77916
"56",63.029079,63.87722,62.722134,63.150242,791825,57.934784
"57",63.513733,64.168015,62.705978,63.117931,1362048,57.905136
"58",62.294022,63.117931,61.575123,62.932148,830450,57.734703
"59",62.835217,64.337639,62.609047,64.079163,974554,58.786983
"60",64.095314,64.862679,63.91761,64.588043,1238867,59.253845
"61",64.531502,65.064621,64.39418,64.676895,704670,59.335354
"62",64.337639,65.290794,64.337639,64.903069,1198013,59.542847
"63",65.533119,66.405495,64.903069,65.718903,2051861,60.291309
"64",65.718903,65.840065,65.218094,65.60582,996095,60.187553
"65",66.050079,66.211632,64.604202,64.773827,1791386,59.424286
"66",64.773827,65.702744,64.47496,65.161552,1174367,59.779968
"67",65.080772,65.339256,64.620354,64.725365,1092783,59.379818
"68",64.903069,65.759293,64.765755,65.274635,1431623,59.88372
"69",65.177704,65.670433,64.741516,65.51696,1138589,60.106037
"70",65.355415,65.444267,63.990307,64.079163,1048957,58.786983
"71",63.998383,64.44265,63.336025,63.424877,944594,58.186737
"72",63.836834,64.604202,63.481422,64.507271,1683061,59.179741
"73",64.103394,64.951538,63.91761,64.701134,1416520,59.357594
"74",64.975769,65.468498,63.909531,64.022614,2342296,58.7351
"75",66.63974,66.63974,64.079163,64.386108,3518148,59.068588
"76",64.579971,64.709206,63.045235,64.071083,2625674,58.779572
"77",65.088852,65.589661,64.588043,65.153473,2564888,59.772572
"78",65.52504,66.130859,65.064621,65.646202,1866533,60.224609
"79",65.403877,65.961227,65.161552,65.436188,2029701,60.031933
"80",65.347336,65.347336,64.087234,64.329567,2238428,59.016708
"81",64.40226,64.40226,63.675282,63.715672,2155853,58.453526
"82",63.982227,64.014542,63.029079,63.457188,1339640,58.216373
"83",63.764137,64.297256,62.600967,62.867527,1708811,57.675407
"84",62.697899,62.730209,61.841679,62.544426,1715868,57.379005
"85",62.600967,62.641357,61.768982,62.245556,1594420,57.104816
"86",62.366722,63.61874,62.20517,63.61874,1550719,58.364586
"87",63.546043,64.087234,63.247173,63.675282,1606181,58.416458
"88",63.634895,64.386108,63.295639,64.159935,2161796,58.861092
"89",64.289177,65.476578,64.103394,64.660744,2197945,59.320541
"90",64.44265,64.612282,63.578354,64.531502,1266845,59.201977
"91",64.329567,64.798058,64.168015,64.297256,2026235,58.987068
"92",65.105011,66.268173,65.105011,65.686592,2765197,60.261658
"93",65.662361,65.936996,65.056541,65.581581,1951459,60.165321
"94",65.581581,65.581581,64.499191,64.870758,1749665,59.513199
"95",64.555733,65.912766,63.836834,65.290794,1671671,59.89854
"96",65.726982,67.520195,65.662361,67.156708,3119636,61.610359
"97",67.439415,68.174477,66.978996,67.16478,1456755,61.617771
"98",67.334412,67.810982,66.801292,67.447495,1784329,61.877136
"99",67.415184,67.673668,67.027466,67.23748,1553319,61.684456
"100",67.318253,67.883682,66.179321,66.470116,2649815,60.980465
"101",66.033928,66.68013,65.920837,66.63974,1487828,61.464729
"102",66.437805,67.471725,66.058159,67.358643,1219182,62.127815
"103",67.035538,67.148628,65.945076,66.68013,2088506,61.501999
"104",67.116318,67.996773,66.67205,67.487885,1314013,62.247028
"105",67.431343,67.633278,66.922455,67.16478,2086525,61.948997
"106",67.092087,67.714058,67.011307,67.390953,1667338,62.157612
"107",67.011307,67.689819,66.752831,67.617126,1749789,62.366226
"108",67.72213,67.80291,65.460419,65.928917,2705154,60.809113
"109",65.928917,67.423264,65.928917,66.542809,2258236,61.375332
"110",66.591278,67.399033,66.583199,67.059776,1618066,61.852165
"111",67.334412,67.770599,66.421646,66.922455,1540320,61.725494
"112",67.059776,67.479805,66.63974,67.423264,1328498,62.187412
"113",67.439415,67.439415,65.791595,66.07431,2091849,60.943218
"114",65.589661,66.696281,65.589661,66.542809,1837192,61.375332
"115",66.381264,67.003227,66.090469,66.995155,1935984,61.792549
"116",67.310181,67.447495,66.534737,67.084007,1619552,61.874504
"117",66.373184,66.437805,65.088852,65.387718,1778387,60.30994
"118",65.129242,65.129242,62.447495,62.722134,3549717,57.851353
"119",62.819061,63.206783,62.084007,62.79483,2822269,57.918407
"120",62.770599,63.489498,62.568661,63.416801,2784262,58.492081
"121",63.58643,64.054924,63.198708,63.570274,2310356,58.63364
"122",63.562199,63.893375,63.021004,63.117931,1157530,58.216419
"123",63.683361,64.232635,63.546043,64.054924,1228715,59.080654
"124",64.240707,64.410339,63.344105,63.634895,1036330,58.693233
"125",64.071083,65.371567,64.022614,64.798058,2216763,59.766079
"126",65.250404,66.429726,64.789986,66.235863,985324,61.092224
"127",66.227783,66.518578,65.403877,65.928917,2833906,60.809113
"128",65.904686,67.399033,65.904686,66.405495,2612551,61.248676
"129",66.252022,67.261711,66.211632,67.180939,1875075,61.963905
"130",67.189018,67.770599,67.092087,67.310181,1821469,62.083107
"131",67.294022,67.649437,66.785133,67.213249,1567803,61.99371
"132",67.79483,68.384491,67.600967,68.174477,1092535,62.880291
"133",68.344101,68.36834,67.560585,67.633278,1462821,62.381123
"134",67.76252,68.400642,67.584816,68.109856,1834840,62.820683
"135",68.222939,68.610664,67.972534,68.231018,1090802,62.932446
"136",68.142166,68.303719,67.746368,68.222939,1347315,62.924976
"137",68.36026,68.909531,67.786751,68.820679,3002398,63.476318
"138",68.659126,68.820679,67.043617,67.180939,2926508,61.963905
"139",66.793213,67.20517,66.163162,66.938614,1468268,61.740414
"140",66.890144,68.053314,66.760902,67.810982,1836697,62.545025
"141",68.521812,68.610664,67.568657,68.077545,2010017,62.790874
"142",68.182556,68.222939,67.075928,67.334412,1285663,62.105469
"143",67.399033,67.79483,67.132469,67.738289,1943041,62.477982
"144",67.592896,68.061386,67.229401,67.819061,743295,62.552475
"145",68.021004,68.303719,67.657509,67.851372,794796,62.582268
"146",67.867531,68.182556,67.075928,67.544426,1102934,62.299175
"147",67.24556,68.39257,67.189018,68.093697,1198136,62.805782
"148",68.077545,70.646202,67.79483,69.838448,2877483,64.415047
"149",69.95961,70.460419,69.709206,69.903069,2978999,64.474663
"150",69.911148,70.783524,69.749596,70.476578,1354867,65.003616
"151",70.315025,70.59774,69.943459,70.169624,1143293,64.720497
"152",70.088852,70.48465,69.95961,70.137321,960564,64.690697
"153",69.781906,69.894989,69.038773,69.071083,1128189,63.707268
"154",69.071083,69.281097,68.610664,68.699516,1069013,63.364567
"155",69.240707,69.369949,68.990311,69.127625,1291729,63.759418
"156",68.990311,69.361877,68.747978,68.764137,944842,63.424156
"157",69.143784,69.499191,68.812599,68.949921,1076070,63.595524
"158",68.683357,69.232635,67.80291,67.883682,697861,62.612057
"159",67.528275,68.336029,67.043617,67.738289,768179,62.477982
"160",67.72213,67.932152,67.24556,67.609047,1133760,62.358772
"161",67.899841,68.570274,67.819061,68.489502,748990,63.170849
"162",68.037155,68.546043,68.004845,68.247169,764094,62.94735
"163",68.424881,68.578354,67.972534,68.012924,751837,62.731285
"164",68.408722,69.063004,68.247169,68.87722,1487952,63.528469
"165",69.192245,69.192245,68.166397,68.239098,851249,62.939899
"166",67.544426,68.158318,67.19709,67.730209,1101820,62.820034
"167",67.75444,68.473343,67.552505,68.449112,591516,63.486809
"168",68.739906,68.84491,68.126007,68.562195,872914,63.591705
"169",68.8853,69.248787,68.772217,68.974152,1156044,63.973789
"170",69.014542,69.305328,68.537964,68.659126,1121009,63.681587
"171",69.127625,69.830376,68.901451,69.43457,1106772,64.400826
"172",69.466881,69.943459,69.135704,69.709206,908940,64.65554
"173",69.48304,70.710823,69.450729,70.51696,770655,65.404755
"174",71.08239,71.357025,70.52504,71.033928,1379999,65.884216
"175",71.534737,72.261711,70.630051,71.1147,2116485,65.95916
"176",71.08239,71.744751,70.767365,71.550888,1239114,66.363731
"177",71.534737,72.819061,71.19548,72.730209,1248894,67.45755
"178",72.657509,72.980614,72.399033,72.544426,1383341,67.285233
"179",72.609047,72.770599,72.455574,72.738289,1234162,67.465027
"180",72.810982,73.739906,72.778671,73.473343,1227725,68.146797
"181",74.48304,74.911148,74.071083,74.539581,1592687,69.135735
"182",74.539581,74.894989,74.313408,74.345718,634475,68.955917
"183",74.232635,74.757675,74.095314,74.660744,608229,69.248093
"184",74.684975,74.798058,74.151855,74.507271,844687,69.105774
"185",74.555733,74.717285,74.054924,74.208405,713831,68.828568
"186",74.588043,74.588043,73.707596,73.861069,1307452,68.506424
"187",73.764137,73.966072,73.28756,73.91761,1027292,68.558861
"188",73.852989,74.248787,73.586433,73.820679,1375170,68.468941
"189",74.216476,74.830376,73.909531,74.709206,2438489,69.293068
"190",74.903069,75.153473,74.684975,75.153473,833669,69.705132
"191",75.169624,75.864296,75.121162,75.678513,840850,70.192108
"192",75.678513,75.896606,75.411957,75.735054,1536853,70.244545
"193",75.460419,76.001617,75.379646,75.985458,890370,70.476791
"194",76.203552,76.332794,75.638123,75.791595,882818,70.296989
"195",76.171242,76.227783,75.492729,75.613892,778454,70.132172
"196",75.799675,75.985458,75.508888,75.783524,1592935,70.289497
"197",75.56543,76.009689,75.52504,75.985458,740448,70.476791
"198",76.486267,76.849754,76.211632,76.316643,668272,70.783966
"199",76.655899,76.704361,76.405495,76.550888,840107,71.001221
"200",76.429726,76.736671,75.848145,75.969307,980001,70.461823
"201",76.033928,76.033928,74.943459,75.581581,1889188,70.102203
"202",71.098549,72.907913,70.985458,72.294022,3584134,67.052971
"203",73.667206,76.890144,73.497574,76.696281,3629073,71.136086
"204",76.67205,77.536346,76.373184,77.172859,2953001,71.57811
"205",77.528275,78.424881,77.003227,77.455574,1859352,71.840317
"206",76.987076,77.520195,75.339256,76.736671,1921624,71.173561
"207",76.930534,78.045235,76.801292,77.924072,1463440,72.274872
"208",77.560585,77.996773,76.938614,77.544426,1522616,71.922737
"209",77.24556,77.730209,76.954765,77.423264,1239981,71.810364
"210",77.326332,77.689819,76.954765,77.132469,1269693,71.540665
"211",77.79483,77.867531,76.340874,76.365105,1240971,70.828918
"212",76.429726,76.793213,76.017769,76.768982,1344839,71.203537
"213",77.075928,77.568657,76.68821,77.479805,1289872,71.862801
"214",76.938614,77.705978,76.332794,77.641357,1593801,72.012634
"215",77.625198,77.899841,77.172859,77.673668,912035,72.042618
"216",77.334412,77.75444,77.189018,77.584816,975173,71.960213
"217",76.930534,76.930534,75.468498,75.936996,861772,70.431854
"218",75.678513,76.08239,75.355415,75.759293,1106401,70.267029
"219",75.347336,75.848145,75.080772,75.759293,872171,70.267029
"220",75.630051,75.880455,75.266556,75.613892,1175729,70.132172
"221",75.016151,75.258484,74.184166,74.878838,1094887,69.450401
"222",75.080772,75.936996,74.911148,75.936996,1184766,70.431854
"223",75.533119,76.316643,75.177704,76.106621,1171396,70.58918
"224",76.260094,76.809372,76.243942,76.445877,1221163,70.903831
"225",76.663971,76.841682,76.429726,76.567047,625561,71.016228
"226",76.60743,76.809372,76.413567,76.502426,794548,70.956291
"227",76.809372,76.882065,76.316643,76.373184,175053,70.836433
"228",76.316643,76.623589,76.08239,76.252022,436395,70.72403
"229",76.534737,78.222939,76.413567,77.964462,1037815,72.31234
"230",77.819061,77.948303,77.382874,77.431343,913520,72.169281
"231",77.948303,79.159935,77.867531,78.92569,1588230,73.562073
"232",78.958,79.127625,76.63974,78.255249,1637626,72.937195
"233",78.739906,79.644585,78.667206,78.788368,1180309,73.434082
"234",79.119545,79.143784,77.366722,77.504036,1445860,72.23703
"235",77.431343,77.875603,77.172859,77.770599,792320,72.485481
"236",77.746368,78.626816,77.592896,78.117935,1073717,72.809204
"237",79.216476,80.088852,77.439415,79.644585,2282624,74.232117
"238",79.321487,79.466881,77.964462,78.174477,1323174,72.861931
"239",78.093697,78.586433,77.374802,78.505653,1028778,73.170593
"240",78.384491,78.570274,77.625198,77.689819,1035339,72.410194
"241",77.948303,78.239098,77.20517,77.342491,880961,72.086472
"242",77.891762,79.111473,77.786751,78.739906,2239913,73.388924
"243",79.159935,80.420029,79.046852,80.185783,1417634,74.736542
"244",80.298866,80.888527,79.40226,80.403877,1613114,74.939812
"245",80.767365,81.268173,80.347336,80.379646,1072479,74.917213
"246",80.56543,81.72052,80.306946,81.470116,1108010,75.933586
"247",81.623589,81.623589,80.831985,81.147011,749114,75.632446
"248",81.300484,82.092087,81.066238,81.68013,676319,76.129326
"249",81.558968,82.067848,81.308563,81.696281,690556,76.144379
"250",82.003227,82.269791,81.397415,81.938614,620981,76.370255
"251",82.24556,82.439415,81.567047,81.575119,643760,76.031456
"252",81.946686,82.269791,81.348953,82.140549,1044624,76.558456
"253",82.132469,82.996773,81.591278,82.80291,1058119,77.175812
"254",83.198708,83.820679,82.786751,83.27948,1217449,77.619987
"255",83.659126,83.707596,82.342491,82.697899,1448831,77.077942
"256",82.673668,83.077545,82.463654,82.746368,1169786,77.1231
"257",82.980614,84.168015,82.948303,84.046852,1111105,78.33522
"258",83.869141,83.869141,82.827141,82.956383,846421,77.318855
"259",83.344101,83.788368,82.851372,83.610664,943480,77.928673
"260",84.006462,84.458801,83.586433,84.119545,585450,78.402977
"261",84.741516,84.741516,82.988693,83.489502,997952,77.815742
"262",83.909531,84.684975,83.400642,84.281097,1029149,78.553551
"263",84.410339,84.410339,83.481422,83.998383,681890,78.290039
"264",84.273018,84.773827,84.071083,84.337639,1521997,78.606255
"265",84.466881,84.814217,83.651047,84.684975,961431,78.929977
"266",84.305328,85.581581,84.305328,85.266556,1259665,79.472038
"267",85.621971,85.953148,84.038773,84.636513,969354,78.884804
"268",84.975769,85.193863,83.80452,84.353798,1758703,78.621292
"269",84.693054,84.878838,83.933762,84.846527,1304604,79.080559
"270",84.588043,85.201942,83.586433,83.747978,2135179,78.056664
"271",82.972534,86.785133,81.64782,86.470116,4414089,80.593811
"272",86.550888,88.093697,85.379646,85.791595,3140311,79.961403
"273",85.379646,86.429726,84.47496,85.088852,2605495,79.306412
"274",84.854607,84.943459,83.101776,83.376411,1924719,77.710365
"275",83.069466,84.458801,79.579971,79.620354,1850439,74.209534
"276",79.192245,81.171242,77.285942,80.638123,2621960,75.158134
"277",80.420029,81.946686,80.129242,80.710823,1829021,75.225891
"278",80.807755,80.807755,77.641357,77.705978,1949974,72.425255
"279",78.772217,79.555733,76.19548,78.634895,2198564,73.291039
"280",79.378029,80.250404,78.594505,79.378029,1303366,73.983681
"281",78.982231,79.676895,78.618736,79.256866,1052300,73.87075
"282",77.72213,80.807755,77.72213,80.52504,1455145,75.052742
"283",81.63974,82.100159,80.670433,82.059776,1260408,76.483192
"284",81.954765,82.867531,81.63166,81.752831,961678,76.197098
"285",81.413567,81.873993,80.613892,80.945076,903740,75.444237
"286",80.953148,82.617126,80.735054,80.759293,900893,75.271065
"287",81.373184,83.206787,81.179321,82.439415,1991447,76.837013
"288",83.045235,83.045235,81.550888,82.980614,941499,77.341431
"289",83.578354,84.491112,83.077545,84.321487,1427909,78.591194
"290",84.224556,84.531502,82.285942,82.342491,1495875,77.093773
"291",82.681747,82.770599,80.848145,80.856216,1157282,75.702248
"292",80.743134,81.017769,78.675285,79.079163,1524473,74.03846
"293",78.513733,79.418419,78.166397,79.135704,1257189,74.091408
"294",78.683357,79.903069,78.384491,79.620354,1292596,74.545158
"295",80.113083,80.904686,79.911148,80.783524,1356848,75.634193
"296",80.03231,80.694672,79.248787,80.379646,1027664,75.25605
"297",80.60582,80.977386,79.733444,80.928917,890865,75.770325
"298",81.445877,83.166397,81.348953,82.948303,1300024,77.660988
"299",82.867531,82.867531,81.486267,81.987076,1175110,76.761017
"300",82.584816,83.053314,80.928917,81.276253,1060347,76.095512
"301",81.841682,81.841682,79.701134,79.96769,1296310,74.870354
"302",80.234245,80.59774,79.531502,80.064621,919339,74.961121
"303",80.129242,81.106621,79.620354,80.840065,2067584,75.687134
"304",80.630051,80.831985,79.773827,80.694672,1385322,75.551003
"305",81.163162,84.604202,80.856216,83.933762,6225035,78.583633
"306",84.184166,84.184166,82.657509,83.255249,3725513,77.948357
"307",82.390953,82.390953,79.822296,79.951538,3915423,74.85524
"308",80.242325,81.042,79.321487,79.44265,5064534,74.378792
"309",79.426491,80.848145,78.295639,80.621971,2353686,75.482918
"310",80.969307,80.969307,78.699516,79.248787,2545328,74.197273
"311",79.378029,79.418419,77.350563,77.714058,2024873,72.760384
"312",78.239098,79.911148,77.79483,79.337639,1953316,74.280472
"313",79.103394,79.361877,76.292404,77.439415,1402035,72.503235
"314",77.730209,78.085625,76.890144,77.940224,2290919,72.972137
"315",76.63166,78.578354,76.284332,78.457191,1778016,73.456146
"316",78.92569,79.668823,78.231018,78.909531,1379380,73.879646
"317",78.117935,78.336029,74.539581,75.274635,2222581,70.476463
"318",75.630051,76.502426,75.048462,75.121162,1685661,70.332756
"319",76.316643,77.116318,75.928917,76.365105,1752265,71.497406
"320",75.718903,76.373184,75.339256,75.56543,1093030,70.748726
"321",75.928917,76.332794,75.218094,75.678513,1767616,70.854584
"322",76.68013,76.704361,75.573509,75.815834,1495504,70.983162
"323",76.526657,76.655899,76.106621,76.171242,1303490,71.315903
"324",76.534737,76.938614,75.880455,75.928917,1641588,71.089035
"325",76.68821,77.988693,76.276253,77.536346,1992190,72.594002
"326",77.399033,78.691437,77.132469,77.544426,1783710,72.601547
"327",77.560585,77.915993,76.882065,77.560585,1631065,72.616692
"328",77.512115,77.520195,76.462036,76.833603,1732333,71.93605
"329",77.439415,78.117935,74.281097,74.709206,3198125,69.94706
"330",74.862679,77.019386,74.337639,76.68821,3606913,71.799911
"331",76.567047,76.728592,75.298866,76.033928,3721428,71.187347
"332",71.163162,78.384491,70.105011,77.011307,4488493,72.102417
"333",76.71244,77.23748,74.571892,74.878838,3977075,70.105888
"334",74.531502,74.814217,73.045235,74.192245,2095934,69.463051
