"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"1",77.260002,77.970001,76.93,77.330002,2075900,73.78833
"2",77.529999,78.989998,77.5,78.699997,1550500,75.095604
"3",78.190002,78.690002,77.559998,78.599998,1587500,75.000183
"4",78.639999,79.5,78.300003,79.160004,1634600,75.534515
"5",78.800003,79,78.110001,78.239998,1397200,74.656662
"6",78.400002,78.400002,77.230003,77.349998,2472400,73.807426
"7",76.629997,78.360001,76.339996,78.330002,2787800,74.742546
"8",78.739998,79.849998,78.099998,79.139999,3338600,75.515457
"9",78.980003,79.57,78.620003,78.790001,1933200,75.181465
"10",79.349998,80.339996,79.25,79.849998,2253300,76.192932
"11",79.989998,80.43,79.220001,79.269997,1615900,75.639481
"12",79.230003,79.32,78.360001,78.889999,1720300,75.276894
"13",78.989998,79.790001,78.709999,79.629997,1853200,75.983002
"14",79.529999,79.809998,79.120003,79.650002,1188600,76.002098
"15",79.779999,80.839996,79.699997,80.790001,1283400,77.089867
"16",81.050003,82.059998,80.900002,82.010002,1996500,78.254013
"17",82.209999,83.330002,81.639999,81.959999,2746600,78.206284
"18",81.580002,81.779999,80.690002,80.959999,1189100,77.252083
"19",81.110001,81.110001,80.110001,80.870003,1672500,77.166214
"20",80.919998,81.25,80.309998,81.209999,1891000,77.490639
"21",80.830002,81.290001,79.349998,79.919998,4869500,76.259727
"22",82.910004,83.309998,80.860001,82,5021800,78.244461
"23",82.059998,83.5,81.940002,83.019997,3395500,79.217743
"24",82.989998,83.199997,82.559998,82.82,2114500,79.026909
"25",83.18,83.75,82.32,83.400002,2402500,79.580345
"26",83.110001,83.480003,82.199997,82.489998,2263800,78.712006
"27",82.489998,82.900002,82.290001,82.660004,1535200,78.874229
"28",82.559998,82.739998,82.150002,82.589996,1684800,78.807426
"29",82.809998,82.970001,82.43,82.589996,1048900,78.807426
"30",82.349998,83.559998,82.199997,83.25,1666600,79.437218
"31",83.330002,83.940002,82.650002,83.540001,2035800,79.713921
"32",83.360001,83.699997,82.519997,83.269997,1530100,79.456291
"33",83.68,85.720001,83.589996,85,6467700,81.107063
"34",85.199997,85.709999,84.480003,84.639999,2411100,80.763542
"35",84.529999,84.989998,84.029999,84.199997,1600100,80.343681
"36",84.599998,84.830002,83.860001,84.019997,1501400,80.171959
"37",83.720001,83.849998,82.940002,83.75,1225200,80.238998
"38",83.419998,83.720001,82.5,82.970001,1264600,79.491714
"39",83,83.400002,82.739998,82.849998,1556200,79.376755
"40",83.18,84.230003,82.809998,84.050003,1622900,80.526413
"41",85,85.040001,82.800003,82.919998,3459500,79.443794
"42",82.790001,83.050003,81.690002,82.949997,1371800,79.472542
"43",82.529999,83.139999,82.43,82.709999,1184100,79.242607
"44",82.480003,82.940002,82.349998,82.769997,1274100,79.300102
"45",82.839996,83.25,82.709999,82.93,1126700,79.453384
"46",83.300003,83.339996,82.660004,82.879997,958600,79.405479
"47",84.209999,86.419998,84.150002,85.779999,3603700,82.183907
"48",85.440002,85.870003,85.169998,85.370003,1523600,81.791092
"49",84.959999,85.309998,84.459999,84.779999,1126000,81.22583
"50",84.75,85.75,84.75,85.330002,1412700,81.752762
"51",85.25,85.669998,85.099998,85.580002,915300,81.992294
"52",85.709999,86.660004,85.400002,85.959999,2237900,82.356354
"53",85.769997,86.550003,85.5,86.510002,2210900,82.883308
"54",86.980003,87.550003,86.389999,86.480003,2149500,82.854576
"55",86.379997,86.889999,86.089996,86.529999,1226600,82.902466
"56",86.410004,87.239998,86.360001,86.519997,1348100,82.892876
"57",86.559998,87.230003,85.309998,86.010002,1888200,82.404274
"58",85.489998,86.57,85.370003,85.82,1786100,82.222237
"59",85.529999,86.129997,84.889999,85.610001,1591100,82.021049
"60",85.660004,86.169998,85.330002,85.519997,1300600,81.934799
"61",85.419998,85.660004,85.220001,85.339996,1373600,81.762352
"62",85.260002,85.809998,84.709999,84.790001,2078600,81.235397
"63",84.730003,85.199997,83.339996,83.5,2666400,79.999489
"64",84.339996,85.269997,83.690002,85.059998,2691500,81.494087
"65",85.110001,86.410004,84.769997,85.239998,2665200,81.666557
"66",84.860001,85.599998,84.290001,84.370003,1809700,80.833023
"67",84.360001,84.449997,83.669998,84.150002,1096300,80.622238
"68",84.339996,84.989998,84.050003,84.720001,1074600,81.168343
"69",84.610001,85.019997,84.160004,84.849998,994600,81.292885
"70",84.370003,85.029999,84.330002,84.919998,934100,81.35997
"71",84.760002,85.309998,84.699997,84.940002,1043500,81.379128
"72",85.089996,85.400002,85.050003,85.360001,765000,81.781517
"73",85.169998,86.379997,84.839996,86.290001,2110100,82.672531
"74",86.339996,86.889999,85.459999,85.620003,1507300,82.030624
"75",85.75,86.43,85.339996,86.029999,1506600,82.423431
"76",85.959999,86.150002,85.010002,85.18,1501100,81.609055
"77",85.709999,86.330002,85.540001,85.989998,1312900,82.385094
"78",86.269997,87.720001,86.25,87.379997,1759800,83.716843
"79",87.410004,88.410004,87.269997,87.809998,2709600,84.128799
"80",87.720001,88.169998,87.349998,87.419998,1603700,83.755157
"81",87.209999,87.57,86.559998,87.139999,1717000,83.486893
"82",87.68,88.389999,87.099998,87.18,1562200,83.525215
"83",87.110001,87.809998,87.019997,87.480003,2660800,83.812653
"84",90.150002,91.910004,89.980003,91.300003,5116200,87.472488
"85",91.459999,92.209999,90.769997,91.860001,2483000,88.009033
"86",91.379997,92.949997,91.040001,92.860001,2086100,88.96711
"87",92.580002,92.949997,92.139999,92.610001,1586500,88.727577
"88",92.769997,93.010002,92.279999,92.980003,2162400,89.082062
"89",93.449997,94.470001,93.370003,94.080002,2572100,90.135956
"90",93.730003,93.849998,92.849998,92.900002,2338500,89.005417
"91",93.080002,93.080002,92.370003,92.93,1295200,89.034157
"92",92.980003,93.379997,92.480003,92.610001,1813700,88.727577
"93",92.790001,92.949997,91.760002,91.900002,1646500,88.047356
"94",91.900002,92.650002,91.089996,92.099998,2644700,88.23896
"95",91.959999,91.959999,90.970001,91.379997,1937800,87.549133
"96",91.529999,92.830002,90.809998,92.370003,3273100,88.497627
"97",92.110001,93.300003,92.110001,92.949997,1199600,89.053337
"98",93.220001,93.379997,91.879997,91.989998,1757100,88.133553
"99",92.339996,93.129997,92.129997,93.029999,1360000,89.129967
"100",93.25,93.720001,93.029999,93.589996,1220800,89.666481
"101",93.349998,94.190002,93.25,93.699997,852600,90.099205
"102",93.410004,94.050003,92.849998,93.989998,1023600,90.378059
"103",93.989998,94.629997,93.739998,94.139999,1260600,90.522293
"104",94.339996,94.57,93.900002,94.559998,1373800,90.926147
"105",95,96.230003,94.800003,96.129997,2331500,92.435806
"106",95.980003,96.379997,95.419998,96.300003,820900,92.599274
"107",96.300003,97,95.849998,96.230003,1419200,92.531967
"108",96.160004,96.589996,95.860001,96.510002,1205600,92.801216
"109",96.510002,96.510002,95.629997,96.050003,929500,92.358894
"110",95.989998,96.660004,95.650002,96.349998,1206700,92.647377
"111",96.330002,96.550003,94.620003,96.010002,1296500,92.320435
"112",96.019997,96.959999,95.68,96.639999,1005500,92.926216
"113",96.760002,97.699997,96.669998,97.160004,1085300,93.426231
"114",96.739998,97.779999,96.099998,97.550003,1096500,93.801247
"115",97.550003,97.769997,96.68,97.5,1920800,93.753174
"116",97.599998,98.220001,97.440002,98.190002,1257700,94.416656
"117",98.209999,98.400002,96.980003,97.050003,1335800,93.32045
"118",97.470001,97.470001,96.489998,97.330002,1358900,93.589706
"119",97.400002,97.910004,96.68,97.480003,1278700,93.733955
"120",97.339996,97.419998,96.459999,96.989998,1728100,93.262764
"121",97.43,97.43,96.449997,96.5,1783500,92.791595
"122",96.290001,97.129997,96.059998,96.410004,1505500,92.705063
"123",96.900002,97.709999,96.769997,96.809998,1141400,93.089684
"124",96.43,96.529999,94.690002,95.620003,2109200,91.945419
"125",95.959999,96.43,95.75,95.980003,1290300,92.29158
"126",96.07,96.279999,95.709999,95.809998,778000,92.128113
"127",95.779999,96.279999,95.43,95.720001,1441600,92.04158
"128",95.339996,95.599998,94.269997,94.839996,1575500,91.195389
"129",95.190002,95.25,94.050003,94.279999,1570500,90.656921
"130",94.309998,94.580002,93.57,94.269997,2577700,90.647301
"131",94.400002,94.43,93.449997,93.860001,1764500,90.253059
"132",94.480003,95.019997,94.18,94.519997,1553500,90.887688
"133",94.75,95.129997,94.400002,94.730003,965900,91.089622
"134",94.889999,95.639999,94.68,95.309998,952700,91.647339
"135",95.190002,96.870003,94.93,96.199997,1705100,92.503128
"136",96.25,96.480003,95.919998,96.290001,1138500,92.589661
"137",96.459999,97.169998,96.290001,96.940002,1065300,93.214691
"138",97.300003,97.839996,97.019997,97.110001,1111200,93.378151
"139",96.760002,98.010002,96.760002,97.949997,1163200,94.185883
"140",97.82,97.910004,97.080002,97.75,859000,93.993568
"141",98.120003,99.099998,97.970001,98.75,2067600,94.955132
"142",98.75,99.160004,98.190002,98.919998,2039600,95.118607
"143",99.239998,99.559998,98.339996,99.529999,1699400,95.705162
"144",99.300003,99.510002,98.57,99,1532100,95.195526
"145",99.260002,99.82,98.529999,98.989998,2250200,95.185928
"146",98.970001,99.239998,98.349998,98.610001,1592000,94.820511
"147",98.239998,98.800003,97.57,98.489998,1717400,94.705132
"148",98.43,98.779999,98.110001,98.169998,1046300,94.397423
"149",98.349998,98.82,98.010002,98.580002,1013900,94.791664
"150",98.440002,101.019997,98.330002,100.529999,2231700,96.666718
"151",100.339996,101.410004,100.059998,101.059998,2128900,97.176346
"152",100.849998,104.5,100.68,103.769997,7523500,99.782211
"153",103.019997,104.379997,101.220001,101.690002,4764900,97.78215
"154",101.900002,102.330002,99.010002,99.650002,3592400,95.820549
"155",100.089996,101.790001,100.010002,101.129997,2687700,97.243675
"156",101.480003,101.639999,100.519997,101.040001,1702400,97.15712
"157",100.870003,102,100.449997,101.07,2034100,97.185974
"158",101.150002,101.300003,98.160004,98.32,4479400,94.541656
"159",102.809998,106.449997,102,105.919998,8925800,101.849602
"160",105.389999,106.980003,105.050003,106.480003,3541900,102.388077
"161",107.089996,107.910004,104.889999,105.209999,4659500,101.166885
"162",105,105.449997,104.010002,104.449997,3201200,100.436096
"163",104.790001,106.160004,104.519997,106.010002,2511000,101.936142
"164",105.260002,107.150002,104.919998,106.5,3170200,102.407318
"165",105,106.809998,104.300003,105.959999,3841500,101.888054
"166",105.559998,106.5,105.199997,105.699997,1826500,101.965225
"167",105.650002,106.410004,105.160004,105.660004,1805000,101.926659
"168",106,107.099998,105.669998,106.989998,2085000,103.209641
"169",107,108.18,106.720001,107.93,2360600,104.116447
"170",107.459999,108.349998,107.389999,107.949997,1632600,104.135727
"171",108.309998,108.599998,106.860001,108.07,1520400,104.251495
"172",108.559998,108.739998,107.550003,108.230003,1467900,104.405853
"173",108.199997,108.849998,107.730003,108.809998,1387900,104.96534
"174",109.18,109.839996,108.639999,108.739998,2548000,104.897812
"175",108.540001,109.599998,108.540001,108.900002,2438400,105.05217
"176",109.300003,109.970001,109.18,109.660004,1302600,105.785316
"177",109.410004,110.029999,109.050003,110.010002,1227900,106.122963
"178",110.370003,110.989998,109.150002,109.690002,1896800,105.814255
"179",110.040001,110.309998,109.709999,110.269997,952300,106.373749
"180",110.269997,110.43,109.989998,110.349998,1061900,106.45092
"181",110.370003,110.870003,109.440002,110.230003,1438200,106.335167
"182",109.959999,110.110001,108.190002,108.25,1402700,104.425133
"183",108.629997,109.160004,107.300003,107.580002,2173300,103.778816
"184",107.790001,108.360001,107.620003,107.980003,2025000,104.164673
"185",108.010002,108.290001,107.199997,107.959999,2833200,104.145386
"186",108.099998,108.760002,107.43,108.519997,1231000,104.6856
"187",108.300003,108.540001,106,106.349998,2542200,102.59227
"188",106.760002,108.160004,106.300003,107.839996,2531100,104.029602
"189",108.260002,108.839996,107.790001,108.199997,1151800,104.376907
"190",108.269997,108.889999,108.269997,108.449997,1316900,104.618073
"191",109.050003,110.75,108.690002,109.940002,1864600,106.05542
"192",109.900002,110.550003,109.809998,110.019997,1082000,106.132584
"193",109.720001,110.199997,109.339996,109.739998,1212000,105.862488
"194",109.739998,110.059998,109.360001,109.629997,1228200,105.756371
"195",109.980003,110.260002,109.150002,109.589996,852100,105.717796
"196",109.839996,110.169998,109.529999,109.730003,1030600,105.852844
"197",109.580002,109.870003,109.190002,109.489998,1799900,105.621315
"198",109.860001,111.75,109.550003,111,1676300,107.077965
"199",111.75,111.790001,110.360001,111.279999,1243400,107.348061
"200",111.010002,111.279999,110.040001,110.510002,1238900,106.605278
"201",110.690002,110.830002,109.199997,109.980003,1447700,106.094017
"202",109.459999,109.769997,108.910004,109.699997,1822300,105.823883
"203",109.470001,109.760002,108.25,108.800003,1927100,104.955696
"204",108.980003,109.779999,108.580002,109.07,1260200,105.216171
"205",108.809998,110.269997,108.739998,110.239998,1351000,106.344818
"206",110.290001,111.209999,110.010002,111.120003,1948600,107.193726
"207",111.160004,112.489998,111.160004,111.790001,1639500,107.840065
"208",111.330002,111.910004,110.459999,111.870003,1644100,107.917221
"209",111.610001,111.830002,109.75,110.849998,1838300,106.933273
"210",111.150002,112.269997,110.519997,111.809998,2255900,107.859344
"211",120.150002,124.800003,117.139999,122.120003,7620700,117.805069
"212",121.669998,122.5,118.82,120.150002,4197600,115.904663
"213",120.43,122,119.809998,121.709999,2219300,117.409554
"214",121.419998,121.75,120.470001,121.120003,1331300,116.840393
"215",120.629997,122.290001,120.459999,122.220001,1299200,117.901527
"216",122.5,124,122.5,123.080002,2227900,118.731148
"217",122.669998,124.199997,122,123.779999,1855300,119.406395
"218",123.82,125.290001,123.730003,124.610001,1859200,120.207077
"219",124.809998,126.989998,124.57,126.32,2035000,121.856651
"220",125.75,126.309998,125.260002,126.019997,1431800,121.567253
"221",125.379997,126.120003,124.540001,124.610001,1392200,120.207077
"222",125.160004,126.449997,124.809998,125.639999,1444800,121.200676
"223",125.480003,126.160004,124.690002,124.690002,2215300,120.284264
"224",125.139999,126.480003,124.889999,125.18,1674000,120.756935
"225",124.800003,126.43,124.75,125.5,1889400,121.06562
"226",125.879997,126.709999,125.07,125.839996,1561000,121.393616
"227",126,126.599998,126,126.190002,870700,121.731247
"228",126.099998,126.459999,124.669998,125.150002,1593000,120.727997
"229",125.730003,125.830002,125.080002,125.309998,2022900,120.882339
"230",124.529999,124.989998,123.349998,123.93,2575000,119.914742
"231",123.870003,125.029999,123.339996,124.830002,2857500,120.785591
"232",124.730003,125.269997,123.419998,124.769997,1703300,120.727539
"233",125.349998,125.599998,123.989998,125.339996,1541900,121.279053
"234",123.919998,124.970001,123.5,124.5,2491700,120.466263
"235",124.279999,124.669998,123.010002,124.470001,1902800,120.437256
"236",124.529999,125.339996,124.25,125.18,1635700,121.124252
"237",125.160004,125.900002,124.57,125.629997,1788500,121.559669
"238",125.309998,125.849998,124.949997,125.470001,1322300,121.404846
"239",125.099998,125.32,124.720001,124.949997,1609200,120.901688
"240",124.949997,128.570007,124.900002,127.949997,2379600,123.804489
"241",127.660004,128.220001,127.339996,127.809998,1588900,123.669029
"242",128.589996,129.789993,128.440002,129.619995,2777800,125.420387
"243",129.869995,130.360001,129.089996,129.389999,1693900,125.19783
"244",129.240005,129.820007,127.410004,127.839996,1980300,123.698074
"245",128.039993,128.309998,127.269997,127.690002,1143000,123.552917
"246",128.149994,128.860001,127.5,127.580002,827800,123.446487
"247",128.089996,128.119995,127.239998,127.75,747000,123.61097
"248",127.779999,129.009995,127.57,128.850006,491500,124.675346
"249",128.639999,128.919998,127.629997,127.75,613800,123.61097
"250",127.620003,128.210007,127.379997,127.889999,794100,123.746429
"251",127.800003,128.130005,127.199997,127.239998,805100,123.1175
"252",127.639999,128.070007,126.800003,127.589996,1288900,123.456154
"253",127.550003,129.720001,127.190002,129.619995,2121200,125.420387
"254",130,131.589996,129.949997,130.229996,1904300,126.01062
"255",130.220001,130.630005,129.710007,129.990005,1572000,125.778412
"256",129.779999,131.25,129.589996,130.970001,967900,126.726662
"257",131.300003,132.490005,131,131.699997,1249300,127.432976
"258",131.300003,131.300003,128.270004,130.320007,1599100,126.097717
"259",130.589996,130.869995,128.75,129.089996,1250200,124.907562
"260",129.160004,129.490005,128.419998,128.529999,1466000,124.3657
"261",129.199997,130.389999,128.460007,128.660004,1618900,124.491493
"262",129.279999,132.589996,129.009995,132.059998,1613400,127.781357
"263",132.210007,132.449997,130.779999,130.979996,1147100,126.736336
"264",131.580002,134.460007,131.320007,134.449997,1380100,130.093872
"265",133.740005,135.690002,133.589996,134.869995,1388000,130.50032
"266",134.759995,137.160004,134.759995,136.720001,1317900,132.290359
"267",136.820007,137.600006,135.119995,136.25,1623200,131.835571
"268",136.960007,137.669998,136.259995,137.169998,1115400,132.725784
"269",136.869995,137.850006,135.839996,137.710007,1587900,133.248306
"270",137.759995,138.199997,136.130005,136.600006,1374600,132.174286
"271",136,137.199997,135.229996,136.630005,1318300,132.203293
"272",136.960007,137.770004,134.100006,134.960007,2024900,130.587387
"273",135.130005,136.419998,133.880005,134.559998,2098600,130.200317
"274",138.740005,138.740005,133.039993,134.389999,3279600,130.035858
"275",133.399994,137.039993,132.539993,134.300003,3610500,129.948761
"276",132.889999,137.740005,131.679993,137.220001,3546200,132.77417
"277",136.830002,137.5,133.990005,134.710007,2835700,130.34549
"278",135.130005,135.600006,131.240005,131.460007,3067500,127.200775
"279",132.179993,135.289993,131.179993,134.75,3029100,130.384171
"280",135.410004,137.979996,135.410004,137.029999,2273400,132.590317
"281",136.380005,137.729996,136.380005,137.5,1740800,133.045074
"282",137.169998,139.990005,136.479996,139.729996,1693300,135.202805
"283",140,140.529999,137.949997,139.630005,2262600,135.106079
"284",139.210007,141.669998,139.210007,141.039993,2087300,136.470367
"285",140.740005,141.050003,139.050003,139.350006,1399700,134.835144
"286",139.369995,142.210007,139.350006,139.820007,1965600,135.289917
"287",140.100006,141.289993,139.610001,140.149994,1191500,135.609222
"288",140.690002,142.449997,140.369995,142.389999,1065300,137.776657
"289",142.619995,143.630005,142.309998,143.289993,1119400,138.647491
"290",142.589996,143.259995,139.559998,139.779999,1861800,135.61084
"291",139.850006,140.800003,138.440002,138.440002,1616900,134.310806
"292",138.259995,139.270004,137.039993,138.539993,2361200,134.407822
"293",137.410004,140.740005,137.410004,140.649994,1680400,136.45488
"294",140.100006,141.809998,139.559998,141.639999,2085300,137.41539
"295",142.160004,143.119995,141.699997,142.679993,2033600,138.424332
"296",141.529999,143.860001,141.419998,143.550003,1627000,139.268417
"297",143.600006,144.419998,142.779999,144.389999,1944700,140.083344
"298",145.25,145.410004,144.529999,145.050003,1814100,140.723679
"299",145,145.970001,144.690002,145.369995,1259100,141.034119
"300",146,146.330002,144.809998,145.779999,1163800,141.43187
"301",145.779999,146.149994,143.929993,145.089996,1644600,140.762466
"302",145.380005,145.710007,143.589996,144.119995,2244900,139.821396
"303",144.139999,146.570007,144.139999,146.270004,1617500,141.907303
"304",146.300003,147.699997,145.050003,145.860001,1787000,141.509506
"305",146,148.369995,145.899994,148.199997,1613700,143.779709
"306",147.830002,148.080002,146.009995,146.130005,1237200,141.771469
"307",145.839996,146.919998,144.339996,144.5,1602600,140.190079
"308",144.600006,145.929993,143.5,143.800003,1672500,139.510941
"309",145.149994,148.410004,145.149994,148.210007,1720100,143.789413
"310",148.649994,148.919998,145.919998,146.690002,2150000,142.314774
"311",147.240005,148.600006,145.279999,146.029999,2171300,141.674438
"312",146.800003,150.399994,146.759995,149.720001,1666400,145.254395
"313",149.429993,150.460007,146.550003,147.669998,1707200,143.265518
"314",148.559998,149.899994,147.399994,149.380005,1816100,144.924545
"315",148.050003,151.429993,148,150.5,1880300,146.011108
"316",150.949997,152.020004,149.679993,151.479996,1378500,146.961899
"317",150.75,153.139999,148.649994,150.25,1722800,145.76857
"318",151.179993,151.889999,150.210007,150.330002,1683500,145.846176
"319",152,152.979996,151.279999,152.300003,1797800,147.757416
"320",151.880005,153.240005,151.520004,152.419998,948000,147.873825
"321",153.210007,153.589996,151.059998,151.490005,1864400,146.971588
"322",151.460007,151.800003,147.580002,148.809998,2318500,144.371521
"323",150.119995,152.190002,149.639999,150.820007,2030900,146.321594
"324",151.729996,153.600006,151.110001,153.110001,1268100,148.543259
"325",153.610001,153.880005,152.110001,152.5,1827700,147.951431
"326",151.759995,152.759995,151.130005,151.830002,1443600,147.301422
"327",151.589996,152.039993,147.940002,148.729996,2484200,144.293884
"328",149.350006,149.529999,147,147.949997,1666800,143.53714
"329",148.75,149.889999,145.449997,146.869995,2164700,142.489349
"330",146.570007,146.869995,144.809998,146.490005,2011600,142.120728
"331",147.210007,148.350006,146.949997,147.589996,1201100,143.187912
"332",147.699997,149.110001,147.059998,148.740005,1326800,144.303589
"333",149.339996,150.539993,147.699997,148.089996,3015100,143.672974
"334",147.619995,147.910004,144.929993,144.929993,3096200,140.607224
"335",140,140.889999,131.759995,132.589996,7249300,128.6353
"336",134.679993,135.520004,132.029999,134.119995,4397200,130.119675
"337",133.580002,136.820007,133.059998,135.740005,2293300,131.691376
"338",135.729996,135.960007,132.960007,133.789993,2285700,129.799484
"339",134.309998,137.270004,133.820007,136.199997,2376300,132.137604
"340",136.979996,137.839996,135.800003,137.809998,2734600,133.6996
"341",138.429993,139.520004,138.229996,138.5,1691000,134.369034
"342",138.5,140.300003,138.279999,140.190002,2059200,136.008606
"343",140.990005,141.130005,140.190002,140.630005,1621200,136.435486
"344",140.520004,142.199997,139.509995,142.160004,2355400,137.919846
"345",142.399994,145.169998,142.279999,144.699997,2500900,140.384109
