"","MKTX.Open","MKTX.High","MKTX.Low","MKTX.Close","MKTX.Volume","MKTX.Adjusted"
"1",149.789993,151.479996,147.789993,150.179993,320900,145.26709
"2",150.679993,154.550003,150.669998,152.919998,322800,147.91745
"3",152.449997,153.600006,151.5,152.710007,243400,147.714294
"4",158.539993,159.080002,156.169998,157.149994,463200,152.009064
"5",156.899994,157.699997,155.089996,156.789993,174000,151.660843
"6",156.130005,156.970001,153.740005,156.059998,215500,150.954727
"7",156.5,157.419998,154.809998,156.990005,194200,151.85434
"8",156.470001,156.720001,154.710007,156.350006,155700,151.235229
"9",157.100006,159.940002,155.350006,156.850006,189600,151.718872
"10",155.919998,157.710007,153.949997,155.509995,171900,150.422699
"11",156.289993,157.330002,155.320007,156.509995,132900,151.389969
"12",156.270004,156.619995,154.460007,155.229996,145000,150.151917
"13",155.320007,157.300003,155.320007,156.889999,178100,151.757584
"14",156.649994,159.429993,154.990005,155.389999,167500,150.306641
"15",155.949997,159.25,154.029999,158.360001,218100,153.179489
"16",170.660004,178,166,175.990005,616000,170.232758
"17",176.990005,182.860001,176.550003,180.410004,456900,174.508163
"18",181.039993,181.809998,178.100006,179.820007,274800,173.937469
"19",179.990005,181.490005,178.070007,181.339996,209700,175.4077
"20",183.470001,188.869995,183.470001,187.25,503800,181.124405
"21",190.289993,190.289993,186.5,188.139999,357700,181.985245
"22",187.779999,190.100006,185.889999,188.100006,270400,181.946609
"23",189.660004,191.309998,187.070007,191.270004,225100,185.012909
"24",191.440002,191.440002,189.020004,190.279999,197100,184.055267
"25",190.039993,194.119995,189.029999,189.339996,265600,183.464188
"26",188.660004,189.630005,185.830002,187.470001,234300,181.652222
"27",187.839996,189.470001,186.570007,188.330002,229100,182.485565
"28",188.669998,188.949997,186.429993,186.820007,161300,181.0224
"29",186.979996,190.330002,186.979996,189.800003,226900,183.909912
"30",188.880005,190.229996,187.240005,190.070007,176400,184.171524
"31",189.979996,191.990005,188.009995,191.690002,122000,185.741257
"32",191.5,193.470001,190.059998,191.679993,83000,185.731537
"33",191.449997,193.440002,190.149994,193.080002,126200,187.088135
"34",193.630005,195.229996,191.839996,192.740005,195700,186.758728
"35",192.380005,195.149994,192.270004,195.020004,146200,188.967926
"36",194.740005,195.529999,192.850006,194.850006,176400,188.803223
"37",193.800003,196.289993,193.240005,196.179993,172500,190.091888
"38",196.899994,197.059998,191.139999,194.990005,286200,188.938843
"39",195.330002,196.610001,192.539993,195.229996,234300,189.171417
"40",196.449997,200.899994,193.880005,197.740005,235800,191.603516
"41",196.960007,197.809998,191.779999,191.949997,167000,185.99321
"42",192.660004,195.940002,190.410004,193.850006,276800,187.834259
"43",192.850006,195.919998,191.820007,192.800003,145000,186.816833
"44",192.910004,194.830002,191.259995,192.539993,126800,186.56488
"45",192.220001,194,190.830002,190.970001,118500,185.043594
"46",190.949997,192.789993,190.440002,192.110001,108600,186.148254
"47",193.070007,194.179993,191.029999,191.5,106100,185.557159
"48",191.479996,192.990005,190.690002,191.679993,110700,185.731537
"49",190.690002,192.179993,189.839996,191.240005,108600,185.305206
"50",191.800003,192.889999,190.149994,191.119995,121500,185.188934
"51",191.710007,192.869995,190.470001,190.779999,138500,184.859482
"52",190.669998,191.059998,189.589996,190.050003,263800,184.152145
"53",189.809998,192.490005,189.199997,189.830002,94200,183.938995
"54",189.979996,190.009995,184.220001,184.429993,128200,178.706543
"55",184.190002,191.419998,184.190002,187.949997,144500,182.117325
"56",188.25,191.740005,186.800003,187,95000,181.196823
"57",187.020004,189.279999,186.649994,187.699997,77300,181.875076
"58",185.039993,186.139999,181.820007,184.990005,216800,179.249207
"59",185.110001,188.330002,182.669998,185.910004,300500,180.14064
"60",185.630005,186.139999,182.990005,185.110001,172400,179.365463
"61",185.630005,186.660004,183.300003,185.940002,119300,180.169724
"62",185,188.789993,183.850006,187.490005,256400,181.671616
"63",187.089996,190.690002,186.419998,187.149994,151000,181.342194
"64",186.869995,187.990005,184.910004,185.869995,163400,180.101852
"65",188,190.729996,177.639999,180.100006,415300,174.51091
"66",179.729996,182.600006,178.860001,181.539993,221200,175.906219
"67",180.300003,183.720001,180.300003,182.729996,122900,177.059296
"68",183.839996,184.389999,181.539993,183.259995,115300,177.572891
"69",183.100006,183.639999,181.330002,182.940002,133600,177.262833
"70",183.289993,183.759995,180.339996,180.820007,122600,175.208603
"71",180.889999,182.990005,177.899994,178.070007,127900,172.543945
"72",178.070007,182.970001,177.619995,182.699997,129100,177.030258
"73",181.779999,183.889999,180.509995,183.059998,171200,177.379074
"74",184.570007,184.580002,182.080002,182.990005,79200,177.311264
"75",184.050003,185.470001,182.339996,185.300003,80000,179.549576
"76",185.100006,185.240005,183.160004,184.600006,93000,178.871307
"77",187.720001,187.720001,183.419998,185.610001,134000,179.849945
"78",186.550003,187.559998,184.080002,184.669998,116100,178.939087
"79",187.949997,197.710007,186.889999,194.550003,270400,188.512482
"80",195.029999,197.740005,194.869995,195.880005,220000,189.801254
"81",195.300003,196.139999,191.110001,192.520004,168100,186.545471
"82",193.520004,194.080002,190.479996,192.119995,154600,186.157898
"83",191.610001,191.649994,188.679993,189.369995,159700,183.493301
"84",189.639999,190.169998,184.259995,186.839996,187400,181.041763
"85",187.089996,188.240005,183.520004,186.5,167700,180.712296
"86",186.800003,188.199997,184.809998,187.839996,160300,182.010773
"87",186.850006,187.690002,184.210007,186.009995,184500,180.237534
"88",185.309998,187.789993,185.309998,186.539993,143400,181.072327
"89",186.229996,189.149994,185.800003,188.160004,208300,182.644867
"90",187.779999,188.919998,184.419998,188.330002,179300,182.809875
"91",187.130005,188.070007,185.990005,186.389999,132900,180.926697
"92",187.5,190.100006,187.429993,188.389999,148800,182.868103
"93",187.970001,189.990005,183.809998,184.720001,179600,179.305664
"94",182.429993,185.830002,181.75,182.339996,190700,176.995438
"95",181.669998,183.399994,180,182.050003,126100,176.713974
"96",183.050003,186.589996,182.190002,186.399994,138700,180.936432
"97",186.539993,188.009995,184.440002,185.399994,117700,179.965714
"98",185.820007,188.259995,183,188,120300,182.489487
"99",188.199997,192.320007,188.199997,191.679993,184300,186.061615
"100",192.130005,196.600006,192.130005,195.559998,184700,189.827957
"101",195.419998,196.660004,192.270004,194.169998,192300,188.478668
"102",193.660004,194.889999,191.139999,191.210007,140300,185.605438
"103",192.220001,192.509995,188.080002,190.580002,172100,184.993927
"104",191.860001,192.580002,189.080002,191.970001,144700,186.34314
"105",192.020004,192.979996,189.300003,191.600006,145000,185.984024
"106",190.899994,194.070007,189.339996,190.5,115300,184.916229
"107",188.529999,189.220001,186.550003,187.990005,233500,182.479813
"108",188.330002,196.050003,187.050003,194.75,175400,189.041687
"109",195.710007,203.389999,193.860001,199.330002,297700,193.487427
"110",200.360001,205.5,198.300003,201.940002,198000,196.020935
"111",202.199997,204.550003,198.949997,204.339996,200100,198.350586
"112",204.830002,207.419998,203.809998,206.149994,229400,200.107529
"113",205.360001,208.350006,205.009995,206.759995,207600,200.699677
"114",205.130005,207.979996,203.389999,207.339996,89500,201.26265
"115",206.800003,209.009995,203.639999,205.679993,250300,199.651337
"116",206.199997,209.460007,205.679993,207.929993,189000,201.835327
"117",208.100006,211.059998,206.929993,207.440002,180000,201.359711
"118",207.330002,208,202.110001,202.449997,224300,196.515976
"119",201.550003,202.660004,200.669998,201.770004,141000,195.855927
"120",201.869995,203.149994,200.779999,201.389999,173900,195.487045
"121",201.949997,201.949997,199.860001,200.850006,93300,194.962875
"122",200.630005,200.75,197.240005,197.639999,165100,191.846985
"123",199,203,197.809998,201.759995,162000,195.846207
"124",202.559998,204.309998,200.039993,203.520004,198800,197.554626
"125",204.520004,205.169998,200.029999,201.100006,164800,195.205566
"126",201.699997,204.720001,201.279999,203.389999,64000,197.428436
"127",203.139999,206.149994,202.789993,205.75,131700,199.719269
"128",204.149994,204.789993,193.119995,193.380005,354300,187.711823
"129",194.199997,195.539993,191.410004,194.039993,175500,188.352493
"130",193.529999,196.100006,190.5,194.990005,234200,189.274628
"131",194.979996,196.139999,192.320007,193.240005,164500,187.575958
"132",194.179993,194.910004,192.720001,193.75,157800,188.070999
"133",194.309998,194.899994,191.470001,194.169998,176600,188.478668
"134",193.649994,196.5,190.110001,190.410004,196600,184.828934
"135",190.020004,192.110001,186.919998,190.449997,341100,184.867706
"136",190.449997,193.490005,189.110001,192.589996,196600,186.944992
"137",193.800003,196.610001,190.539993,194.619995,219600,188.915451
"138",195.149994,196.669998,192.339996,194.679993,277700,188.97374
"139",193.369995,196.960007,193.369995,194.919998,165800,189.206711
"140",195.020004,198.270004,194.75,196.75,166500,190.983078
"141",197.669998,199.990005,196.210007,199.479996,292600,193.633041
"142",200,209.690002,199.970001,205.149994,403200,199.136856
"143",206.759995,207.070007,201.110001,205.520004,189600,199.495987
"144",204.669998,208.649994,204.619995,207.839996,209600,201.748001
"145",207.429993,209.25,202.669998,202.889999,214600,196.9431
"146",203.880005,205.880005,200.759995,204.220001,201800,198.2341
"147",204.309998,206.190002,202.009995,205.570007,168300,199.54454
"148",205.940002,206.410004,202.789993,205.070007,99000,199.059189
"149",206.029999,207.020004,204.089996,206.009995,80700,199.971649
"150",206.419998,206.419998,201.669998,201.889999,139500,195.972382
"151",201.830002,205.990005,196.539993,197.429993,209600,191.956879
"152",196.460007,199.25,196.029999,199.050003,116000,193.531998
"153",197.710007,197.860001,195.300003,195.410004,144700,189.992905
"154",196.289993,197.479996,192.279999,192.460007,254400,187.12468
"155",194.360001,195.820007,192.360001,193.259995,166700,187.902496
"156",193.509995,194.619995,191.199997,192.490005,189000,187.153824
"157",192.639999,194.470001,190.179993,192.979996,238900,187.630264
"158",192.740005,193.320007,190.529999,192.029999,230200,186.706589
"159",192.270004,192.630005,187.350006,188.710007,344000,183.478622
"160",188.059998,192.039993,185.039993,191.589996,397000,186.278778
"161",192.669998,193.850006,191.5,193.339996,136000,187.980255
"162",193.029999,195.160004,192.130005,194.089996,192800,188.709457
"163",194.210007,194.649994,190.380005,190.610001,97500,185.325974
"164",191.270004,192.220001,190.110001,190.600006,140400,185.316208
"165",191.270004,191.550003,188.490005,189.919998,103900,184.655075
"166",188.559998,189.800003,186.800003,188.869995,79000,183.634171
"167",189.419998,191.580002,188.669998,191.399994,72000,186.094055
"168",191.869995,194.119995,191.190002,192.949997,144000,187.601074
"169",193.270004,193.270004,188.350006,188.979996,154300,183.741135
"170",187.559998,188.160004,186.169998,187.470001,189300,182.272995
"171",187,187,176.440002,176.580002,505200,171.684875
"172",176.210007,176.580002,172.889999,176.220001,308500,171.334854
"173",176.509995,178.580002,173.570007,178.380005,269900,173.434998
"174",180.059998,180.970001,178.169998,179.809998,199100,174.825348
"175",180.440002,181.600006,177.889999,180.080002,213100,175.087891
"176",178.970001,181.149994,178.660004,180.770004,244300,175.758728
"177",181.130005,182.029999,178.899994,181.210007,184100,176.186554
"178",180.070007,181.570007,178.639999,179.179993,438200,174.212784
"179",179.600006,180.830002,179.039993,180.429993,124000,175.428162
"180",180.770004,181.470001,179.220001,179.979996,169600,174.990616
"181",180.470001,182.25,179.580002,181.330002,140400,176.303223
"182",180.720001,181.270004,178.899994,179.509995,127000,174.533646
"183",179.139999,182.990005,179.100006,182.5,136200,177.44075
"184",182.5,183.139999,177.990005,178.5,246400,173.551666
"185",178.5,179.330002,175.820007,176.199997,179200,171.31543
"186",176.440002,179.559998,176.440002,178.850006,292000,173.891983
"187",177.460007,183.479996,177.309998,182.910004,217600,177.839432
"188",183.100006,188.419998,182.119995,184.509995,332600,179.395065
"189",184,186.699997,184,185.789993,181200,180.639572
"190",185.389999,186.630005,184.479996,185.070007,197100,179.939514
"191",183,184.669998,180.320007,184.039993,434000,178.93808
"192",184.639999,186.729996,183.220001,186.639999,167000,181.466019
"193",186.649994,187.910004,185.869995,187.449997,242000,182.253525
"194",187.190002,190,186.75,189.369995,191300,184.120346
"195",190,190.039993,186.679993,187.649994,329400,182.447998
"196",186.759995,191.929993,186.669998,191.710007,225600,186.395432
"197",191.919998,193.630005,189.630005,190.169998,178000,184.898148
"198",190.289993,192.309998,190.289993,191.279999,147700,185.977386
"199",192.300003,192.660004,189.729996,192.389999,161500,187.056625
"200",193,193.360001,191.089996,191.389999,168900,186.084335
"201",191.919998,194.279999,190.160004,193.479996,268400,188.116394
"202",192.800003,192.800003,188.339996,188.669998,178300,183.439758
"203",189.649994,190.910004,188.009995,190.259995,153300,184.985687
"204",190.410004,191.300003,189.539993,191.240005,145400,185.938492
"205",191.649994,192.399994,189.330002,190.080002,304400,184.810623
"206",182.5,185.679993,174.600006,179.679993,829400,174.698944
"207",180,183.139999,176.800003,179.429993,445500,174.455856
"208",178.699997,179.399994,171.449997,175.589996,397100,170.722321
"209",174.270004,175.169998,172.600006,173.050003,216700,168.252747
"210",173.059998,176.229996,172.690002,174,410400,169.176392
"211",175.759995,177.720001,174.660004,175.729996,328800,170.858414
"212",175.720001,177.910004,175.520004,176.5,306200,171.607101
"213",176.460007,177.690002,175.570007,177,242300,172.093246
"214",182.660004,183.639999,177.520004,179.949997,309400,174.961487
"215",180.240005,181.360001,177.449997,178.009995,305700,173.393219
"216",179,180.589996,176,178.75,344900,174.114014
"217",178.369995,178.380005,174.419998,174.5,257000,169.974289
"218",173.820007,175.020004,171.820007,173.490005,245000,168.990463
"219",173.399994,174.940002,171.600006,174.520004,195200,169.993744
"220",174.509995,175.520004,173.619995,173.940002,148600,169.428772
"221",172.960007,178.690002,171.529999,177.820007,250500,173.208145
"222",178.960007,178.960007,176,176.25,221900,171.678894
"223",176,181.520004,175.929993,180.399994,222500,175.721207
"224",180.979996,183.369995,180,183.289993,183600,178.53627
"225",184.080002,188.639999,184.080002,188.410004,362900,183.523483
"226",189.089996,189.630005,186.619995,187.979996,396900,183.10463
"227",188.279999,188.830002,187.399994,188.470001,80400,183.581955
"228",188.75,190.740005,187.899994,188.559998,238300,183.669601
"229",188.940002,193.529999,188.399994,193.429993,268400,188.4133
"230",194.009995,196.660004,193.600006,196.039993,323800,190.955597
"231",196.429993,197.529999,192.919998,195.270004,353900,190.205597
"232",195.649994,195.649994,192.610001,195.350006,254700,190.283493
"233",197.399994,199.899994,196.009995,197.190002,225100,192.075775
"234",195.880005,198.970001,195.199997,196.089996,293700,191.004288
"235",196.009995,198.270004,195.399994,197.029999,180400,191.919983
"236",196.210007,198.660004,195.070007,195.600006,196000,190.527023
"237",195.699997,197.880005,194.850006,196,194200,190.916626
"238",195.850006,197.410004,195.270004,196.820007,155600,191.715378
"239",197.070007,199.600006,195.610001,197.210007,139800,192.095276
"240",196.940002,198.490005,196.029999,196.25,158900,191.160172
"241",196.830002,196.830002,194.559998,195.070007,262000,190.010803
"242",195.339996,197.429993,193.679993,193.850006,332800,188.822418
"243",195.070007,200.509995,194.089996,199.360001,305200,194.189499
"244",199.550003,205.860001,199.25,202.100006,400800,196.858444
"245",203.070007,205.320007,200.089996,202.910004,420700,197.64743
"246",203.220001,204.860001,201.710007,201.720001,237500,196.488327
"247",200.860001,202.660004,200.449997,201.75,157000,196.517532
"248",200.740005,201.979996,199.080002,201.020004,232100,195.806427
"249",201.389999,202.199997,200.350006,201,227600,195.786972
"250",201.830002,202.009995,200.300003,201.809998,162700,196.575943
"251",202.070007,203.089996,200.919998,201.75,362400,196.517532
"252",202.360001,203.970001,198.199997,203.630005,391600,198.348755
"253",203.5,204.600006,200.789993,200.940002,275800,195.728516
"254",200.5,206.770004,200.059998,206.539993,329300,201.183289
"255",207.679993,210.630005,206.830002,207.229996,181600,201.855408
"256",205.570007,208.979996,204.970001,207.410004,182000,202.030731
"257",208.050003,209.289993,204.369995,204.559998,186400,199.254608
"258",204.380005,208.25,203.669998,206.380005,229700,201.027466
"259",206.259995,207.619995,201.169998,201.520004,207500,196.293488
"260",200.850006,203.960007,200.110001,203.720001,213700,198.436462
"261",204.490005,207.759995,204.460007,206.460007,297600,201.105347
"262",206.710007,208.729996,204,207.369995,233900,201.991776
"263",207.389999,208.740005,206.479996,207.860001,196300,202.46904
"264",208.440002,209.479996,206.929993,208.389999,182500,202.985321
"265",200,204.139999,199.770004,201.259995,430900,196.040222
"266",201.350006,202.25,195.940002,195.979996,274100,190.897141
"267",196.100006,201.589996,193.029999,195.740005,510300,190.663391
"268",197.009995,198.919998,193.470001,193.580002,258200,188.559418
"269",194.229996,194.490005,191,193.490005,289400,188.471741
"270",193.270004,195.330002,190.119995,190.789993,264500,185.841766
"271",190,196.259995,189.960007,191.850006,347400,186.874283
"272",195.839996,199.800003,190.479996,196.210007,462300,191.121185
"273",194.339996,196,189.460007,195.600006,384100,190.527023
"274",194.509995,199.539993,192.550003,196.289993,283000,191.199142
"275",195.279999,201.960007,194.399994,197.130005,597800,192.017334
"276",194.919998,197.169998,191.770004,195.259995,545600,190.195801
"277",195.270004,196.559998,193.559998,195.009995,162800,189.952286
"278",195.199997,195.970001,188.479996,189.020004,379300,184.117691
"279",190.259995,191.970001,185.25,189.160004,307000,184.254028
"280",189.990005,194.470001,189.320007,191.5,156600,186.533371
"281",190.419998,193.539993,187.089996,193.300003,206300,188.700531
"282",192.309998,198.089996,192.309998,197.600006,188000,192.898209
"283",198.210007,199.970001,196.160004,198.899994,128300,194.167267
"284",198.779999,201.860001,197.940002,201.399994,122900,196.607788
"285",201.139999,202.990005,198.009995,200.119995,242300,195.358246
"286",200.100006,204.619995,199.759995,201.990005,253600,197.183762
"287",203,203.869995,198.479996,199.399994,215200,194.655396
"288",199.429993,200.160004,197.529999,197.679993,150100,192.976303
"289",198.220001,200.190002,196.899994,199.669998,115100,194.918945
"290",199.770004,203.080002,199.770004,201.009995,130200,196.227081
"291",201.440002,204.830002,200.669998,202.399994,212000,197.584015
"292",202.570007,206.710007,200.240005,205.600006,298900,200.707855
"293",203.990005,208.460007,200.619995,202.880005,483900,198.052597
"294",201.639999,210.25,200.600006,209.199997,337400,204.222198
"295",209.25,212.550003,208.259995,211.470001,285100,206.438202
"296",210,213.410004,208.110001,212.479996,296800,207.424149
"297",212.990005,218.330002,212.199997,216.729996,224000,211.573044
"298",218,221.25,216.449997,218.880005,192100,213.67186
"299",219.429993,223.619995,218.199997,223.149994,225500,217.840302
"300",223.770004,227.059998,223.770004,223.970001,472400,218.640778
"301",224.179993,224.970001,219.929993,223.570007,159600,218.25029
"302",223.779999,225.389999,221.940002,224.089996,203800,218.757874
"303",224.460007,226.669998,223.449997,224.589996,265300,219.246002
"304",224.449997,226.630005,220.410004,222.75,165300,217.449799
"305",223.309998,229.839996,223.309998,224.220001,267400,218.884827
"306",223.770004,225.660004,220.979996,223.369995,214100,218.055023
"307",222.539993,226.190002,221.169998,221.240005,198300,215.975708
"308",221.330002,221.839996,218.119995,219.539993,322100,214.316132
"309",221.559998,222.539993,218.630005,221.710007,187500,216.43454
"310",222.320007,222.710007,216.779999,217.279999,257000,212.10994
"311",217.270004,218.149994,211.759995,212.979996,290200,207.912231
"312",213.779999,217.960007,213.440002,217.440002,153900,212.266098
"313",217.5,218.710007,210.309998,212.270004,171200,207.219162
"314",213.389999,216.270004,210.009995,213.410004,262800,208.332031
"315",210.330002,213.440002,206.619995,212.240005,290900,207.189865
"316",212.610001,213.630005,208.210007,208.440002,280300,203.48027
"317",208.059998,208.309998,202.839996,206.679993,305000,201.762161
"318",208.529999,211.660004,207.550003,207.809998,155800,202.86528
"319",209.990005,212.039993,205.990005,206.380005,177500,201.469315
"320",204.889999,206.669998,202.899994,205.850006,308500,200.951935
"321",205.289993,206,201.75,203.479996,299500,198.638306
"322",203.490005,203.669998,200.050003,202.070007,233500,197.261841
"323",202.559998,205.660004,202.559998,204.399994,155400,199.536407
"324",205.029999,207.149994,205.029999,205.990005,234700,201.088593
"325",207.320007,208.679993,200.929993,203.089996,219400,198.257599
"326",203.119995,205.309998,202.350006,202.669998,160900,197.847549
"327",203.029999,205.080002,201.979996,202.5,295600,197.681625
"328",202.949997,203.850006,198.779999,202.059998,182000,197.252106
"329",202.520004,204.449997,199.869995,200.880005,170500,196.100189
"330",201.460007,203.589996,195.369995,199.289993,276400,194.547989
"331",199.089996,202.139999,196.490005,199.479996,167500,194.733475
"332",199.490005,199.509995,196.779999,199.259995,148800,194.518692
"333",199.460007,202.759995,198.169998,198.630005,221900,193.903687
"334",198.050003,201.889999,196.279999,201.520004,190100,196.72496
"335",201.179993,203.619995,200.190002,202.020004,132600,197.213013
