"","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"1",171.779999,173.199997,170.059998,171.149994,342100,153.254913
"2",171.490005,174.300003,171.229996,172.770004,325900,154.70549
"3",172.309998,173.539993,169.800003,171.699997,228700,153.74736
"4",172,173.990005,171.240005,173.190002,228900,155.081604
"5",173.5,174.279999,173.080002,173.990005,338100,155.797989
"6",173.610001,176.770004,173.610001,176.270004,463800,157.839539
"7",176.360001,177.619995,175.619995,177.410004,396200,158.860382
"8",177.360001,177.679993,174.899994,177.470001,410900,158.914063
"9",177.910004,178.570007,176.389999,177.130005,231600,158.60965
"10",176.380005,176.789993,173.539993,174.419998,370000,156.182983
"11",174.910004,176.199997,174.369995,175.199997,241700,156.881439
"12",175.050003,176.520004,174.25,174.869995,233400,156.585938
"13",175.630005,175.970001,173.839996,174.839996,235900,156.559052
"14",174.839996,175.529999,172.339996,173.649994,223700,155.493515
"15",174.270004,177.970001,174.270004,177.380005,316900,158.833481
"16",178.649994,179.119995,176.449997,179.009995,332900,160.29306
"17",178.960007,180.460007,177.759995,180.020004,465200,161.197464
"18",180.580002,180.740005,179.320007,180.610001,432700,161.725769
"19",181.240005,181.559998,179.460007,181.479996,495400,162.504807
"20",180.770004,181.610001,178.229996,181.529999,818900,162.549576
"21",181.729996,181.729996,178.050003,180.300003,897800,161.448181
"22",175.75,178.419998,164.270004,166.979996,2264400,149.520905
"23",169.949997,173.419998,168.020004,169.779999,1233800,152.028152
"24",170.429993,170.699997,166.550003,167.850006,802600,150.299927
"25",168.229996,168.460007,166.410004,166.820007,565000,149.377625
"26",167.020004,167.169998,165.729996,166.610001,447600,149.18956
"27",166.669998,169.919998,166.25,168.699997,837600,151.06105
"28",169.270004,170.119995,168.809998,169.889999,348700,152.126633
"29",171,172.600006,170.729996,171.860001,404900,153.890656
"30",172,173.160004,169.610001,172.919998,576600,154.839783
"31",172.5,175.779999,172.240005,175.350006,553200,157.015747
"32",175.729996,175.970001,172.350006,173.309998,585900,155.189072
"33",172.720001,173.660004,172,172.570007,480900,154.526428
"34",172.889999,173.710007,171.610001,172.389999,517200,154.365265
"35",171.490005,172.089996,170.210007,170.990005,568000,153.744812
"36",171.660004,171.940002,169.929993,171.029999,272900,153.780792
"37",170,171.360001,168.660004,171.360001,493600,154.077484
"38",171.380005,172.100006,170.289993,171.100006,351800,153.843765
"39",170.649994,171.050003,168.899994,169.669998,372800,152.557968
"40",172.240005,174.5,171.580002,172.850006,584900,155.417206
"41",173.369995,173.5,170.729996,171.080002,350200,153.82579
"42",171.070007,171.070007,169,170.490005,434900,153.295258
"43",169.570007,170.100006,168.610001,169.009995,369300,151.964539
"44",169.149994,169.979996,168.350006,168.460007,245700,151.469971
"45",168.699997,170.059998,168.449997,169.009995,269300,151.964539
"46",169.009995,170.220001,167.660004,168.339996,300400,151.362122
"47",168.490005,170.190002,168.470001,169.839996,310300,152.710785
"48",169.309998,170.830002,169.080002,170.759995,460800,153.538025
"49",169.800003,170.509995,168.899994,169.449997,297100,152.360138
"50",169.960007,173.139999,169.919998,172.25,343000,154.877731
"51",172.720001,173.75,172.419998,172.889999,338700,155.453247
"52",173.520004,173.630005,172.220001,172.880005,341000,155.444229
"53",172.880005,173,171.570007,171.740005,224900,154.419189
"54",172.630005,173.259995,168.889999,169.550003,357800,152.450043
"55",169,169,165.869995,167.179993,816200,150.319061
"56",167.929993,168.809998,166.110001,166.360001,673500,149.581757
"57",166.850006,167.360001,164.699997,165.520004,588900,148.826508
"58",164.619995,165.240005,162.240005,164.910004,589400,148.278
"59",164.679993,168.25,164.169998,167.75,325900,150.831604
"60",167.479996,168.509995,167.199997,167.270004,283200,150.400009
"61",167.190002,168.929993,166.699997,168.309998,260100,151.335083
"62",167.970001,169.360001,167.720001,168.669998,597000,151.658813
"63",168.669998,169.149994,165.619995,167.220001,454300,150.355057
"64",167.240005,167.759995,164.229996,164.740005,501900,148.125168
"65",165.179993,166.490005,162.899994,163.139999,455700,146.686539
"66",163.479996,165.570007,163.009995,164.410004,447400,147.828461
"67",164.199997,165.759995,164.089996,164.380005,522700,147.801483
"68",164.389999,165.369995,163.869995,164.369995,316800,147.79248
"69",164.100006,165.229996,163.220001,165.190002,530700,148.529785
"70",165.119995,165.740005,162.089996,162.630005,798800,146.227966
"71",162.380005,162.940002,161.369995,161.389999,489300,145.113037
"72",161.910004,163.509995,161.070007,163.509995,671100,147.019211
"73",162.630005,163.619995,159.910004,163.309998,808600,146.839386
"74",164.5,165.529999,161.949997,163.770004,957100,147.253021
"75",165.360001,173.979996,165.360001,173.130005,1732100,155.669006
"76",173.020004,176.259995,173.020004,175.210007,838700,157.539246
"77",177.559998,177.800003,174.009995,175.259995,657300,157.584183
"78",176.190002,176.919998,174.699997,174.899994,522300,157.260468
"79",175.119995,175.119995,170.100006,170.229996,1114500,153.061432
"80",170.369995,171.270004,170.009995,170.320007,619600,153.142426
"81",170.490005,170.979996,166.789993,167.529999,780800,150.633774
"82",168.380005,168.380005,166.699997,167.490005,740800,150.597809
"83",167.570007,168.860001,167.339996,168.850006,552700,151.820679
"84",168.850006,168.850006,166.820007,167.240005,627200,150.373001
"85",167.490005,170,167.479996,169.759995,455500,152.638855
"86",170.259995,170.479996,168.039993,170.449997,317500,153.259293
"87",169.690002,171.130005,169.690002,170.5,297400,153.304276
"88",170.75,171.570007,170.190002,170.690002,310700,153.475082
"89",170.679993,171.779999,170.339996,170.839996,322400,153.609924
"90",170.449997,171.720001,168.429993,171.320007,365200,154.04155
"91",170.839996,171.240005,169.199997,170,865600,152.85466
"92",170,171.369995,170,170.919998,446100,153.681885
"93",171.039993,171.320007,169.399994,170.679993,649200,153.46608
"94",169.970001,169.970001,164.100006,164.169998,633300,148.229263
"95",164.169998,165.429993,161.960007,164.320007,695400,148.3647
"96",164.679993,166.259995,163.119995,165.710007,553000,149.619751
"97",166,166.759995,163.429993,163.899994,595300,147.985474
"98",163.850006,164.309998,162.759995,163.210007,502000,147.362488
"99",163.589996,163.589996,161.330002,162.169998,441900,146.423477
"100",162.330002,162.460007,159,160.199997,916300,144.644714
"101",159.690002,160.779999,158.389999,160.710007,493100,145.10527
"102",159.619995,161.100006,159.020004,159.649994,380100,144.148148
"103",159.940002,162.360001,158.550003,161.660004,836300,145.962967
"104",161.979996,164.259995,160.990005,163.440002,548300,147.57016
"105",164.220001,165.440002,162.529999,162.75,572700,146.947159
"106",162.080002,163.740005,161.5,163.059998,413700,147.227066
"107",163.259995,163.770004,162.100006,162.380005,400700,146.613083
"108",162.520004,162.589996,160.339996,160.889999,417700,145.267746
"109",160.889999,160.889999,154.720001,156.880005,1335600,141.647141
"110",156.860001,158,154.509995,157.509995,1105600,142.215958
"111",158,159.509995,156.440002,157.470001,493200,142.179825
"112",157.800003,158.509995,156.899994,157.759995,531800,142.441681
"113",158,158,155.949997,157.020004,577100,141.773529
"114",155.960007,157,154.820007,156.160004,561400,140.99704
"115",156.190002,158,155.850006,157.960007,660000,142.622269
"116",158,158.470001,155.889999,157.639999,587400,142.333298
"117",157,157.589996,156.350006,156.389999,427800,141.204697
"118",156.100006,156.110001,152.919998,153.240005,731400,138.360535
"119",153.229996,155.679993,152.490005,154.770004,566900,139.742004
"120",155.080002,156.279999,154.059998,154.470001,1266600,139.4711
"121",154.850006,156.860001,154.559998,156.050003,352500,140.89772
"122",155.919998,156.5,154.809998,154.899994,445400,139.85936
"123",155.179993,156.559998,154.910004,155.919998,569700,140.780319
"124",156.399994,157.639999,155.479996,156.509995,795600,141.313049
"125",156.699997,158.919998,156.649994,158,771400,142.658356
"126",158.75,159.740005,157.910004,158.830002,401300,143.407776
"127",159.259995,159.429993,154.759995,156.960007,758900,141.719315
"128",156.050003,156.75,153.869995,154.320007,860800,139.335693
"129",154.550003,156.509995,154.089996,155.990005,549000,140.843536
"130",155.119995,155.990005,154.039993,154.139999,605000,139.173157
"131",154,154.5,152.789993,153.479996,920000,138.577271
"132",154,155.130005,152.600006,152.940002,670200,138.089676
"133",153,154.339996,152.5,154.279999,1019300,139.299591
"134",154.389999,156.259995,154.139999,155.740005,646000,140.617798
"135",156.440002,159.75,156,159.020004,931200,143.579315
"136",158.570007,159.119995,156.350006,156.690002,887500,141.475555
"137",156.699997,157.960007,156.080002,157.710007,1154900,142.39653
"138",160,162.490005,149.5,150.339996,2289700,135.742142
"139",150.479996,152.5,148.660004,150,1522400,135.43515
"140",149.869995,150,146.470001,147.509995,1285900,133.18692
"141",147.759995,150.029999,147.009995,149.940002,1092100,135.380936
"142",150.199997,150.869995,149.149994,150.039993,1300200,135.471313
"143",150.080002,155.050003,149.070007,154.880005,1697300,139.841309
"144",154,155.619995,152.320007,152.429993,1209800,137.629227
"145",152.75,154.470001,150.630005,154.199997,725100,139.227356
"146",154.639999,156.449997,152.210007,152.960007,742200,138.107773
"147",152.949997,153.919998,151.539993,152.990005,464200,138.134811
"148",152.990005,154.309998,152.550003,152.850006,470500,138.008453
"149",152.839996,153.339996,151.75,152.759995,409900,137.927139
"150",154.020004,155.869995,153.039993,154.949997,481200,139.904541
"151",155,155.880005,153.899994,154.229996,543600,139.254425
"152",154.699997,155.850006,154.279999,155.199997,670200,140.130264
"153",154.160004,155.089996,152.039993,152.770004,574800,137.936188
"154",152.490005,154.300003,152.350006,152.460007,603100,137.656281
"155",153.449997,153.970001,152.139999,153.759995,495700,138.830078
"156",153.759995,153.820007,150.979996,151.520004,502600,136.807587
"157",150.929993,151.580002,149.550003,151.520004,506800,137.45166
"158",151.309998,152.199997,148.75,148.820007,425400,135.00235
"159",148.070007,149.160004,147.880005,147.960007,757700,134.222183
"160",145.830002,146.779999,141.240005,141.699997,1854200,128.543411
"161",141.949997,142.779999,140.830002,142,1291300,128.815567
"162",141.75,143.419998,141.360001,141.509995,871000,128.371048
"163",141.869995,142.990005,141.360001,142.830002,639400,129.568481
"164",142.880005,146.759995,142.800003,144.910004,655700,131.455383
"165",145.320007,145.470001,144.070007,144.759995,320400,131.31929
"166",144.179993,146.449997,143.839996,145.699997,620100,132.172028
"167",145.679993,146.160004,144.460007,146.149994,512500,132.5802
"168",146.470001,148.009995,146.25,147.570007,442300,133.868408
"169",148,148.070007,145.919998,146.009995,425100,132.453232
"170",145.979996,145.979996,144.190002,144.669998,613300,131.237686
"171",145.300003,146.5,144.179993,145.699997,411100,132.172028
"172",145.550003,146.449997,145.039993,146.339996,341400,132.752609
"173",146.009995,147.399994,145.610001,147,298700,133.351334
"174",148,148,146.479996,147.210007,378400,133.54187
"175",147.570007,149.479996,147.029999,149.369995,369400,135.501297
"176",149.050003,149.860001,148.610001,148.970001,436900,135.138382
"177",148.970001,148.970001,146.679993,147.009995,611800,133.360352
"178",146.720001,147.169998,145.580002,146.660004,779600,133.042892
"179",147.110001,147.300003,146.089996,146.660004,565400,133.042892
"180",146.860001,147.919998,146.229996,146.800003,476400,133.169907
"181",147.139999,149.360001,146.639999,149.059998,577400,135.220062
"182",149.179993,149.690002,148.429993,148.580002,453800,134.784607
"183",148.589996,149.5,148.089996,149.320007,423100,135.455933
"184",149.320007,149.449997,148.759995,149.059998,746900,135.220062
"185",149.210007,150.309998,147.970001,149.630005,431500,135.737152
"186",150.149994,150.380005,148.809998,150.050003,541800,136.118134
"187",149.789993,150,147.039993,147.389999,808700,133.705109
"188",147.300003,149.210007,147.300003,149.009995,495400,135.174683
"189",149.149994,149.389999,147.610001,147.899994,843300,134.16774
"190",148.029999,150.660004,146.470001,150.649994,711300,136.662445
"191",150.5,151.880005,150.100006,151.440002,518700,137.379089
"192",151.610001,151.910004,148,148.589996,867600,134.793686
"193",148.300003,149.309998,147.360001,149.270004,778000,135.410568
"194",149.429993,151.190002,149.25,150.940002,374600,136.925507
"195",151.320007,151.809998,150.009995,150.25,368700,136.299561
"196",150.199997,151.169998,149.740005,150.940002,432200,136.925507
"197",150.970001,152.279999,150.630005,151.610001,517300,137.533264
"198",152.059998,153.210007,151.729996,152.009995,481800,137.896164
"199",151.850006,152.169998,150.460007,152.020004,640900,137.905228
"200",151.919998,152.940002,151.460007,152.25,478100,138.113831
"201",152.259995,155.289993,152.259995,153.520004,1055700,139.265945
"202",155.910004,156.940002,148.589996,156.190002,1400000,141.688049
"203",156.570007,160.779999,155.630005,160.119995,2093100,145.253143
"204",161.710007,162.889999,160.660004,162.149994,1368100,147.09465
"205",162.899994,163.059998,161.660004,162.320007,1146900,147.248886
"206",161.899994,162.179993,158.179993,159.919998,788100,145.071732
"207",160.210007,161.199997,158.850006,159.470001,768100,144.663528
"208",159.389999,159.940002,157.369995,158.449997,1060800,143.73819
"209",158.270004,158.490005,155.970001,157.089996,557000,142.504471
"210",157.320007,158.720001,156.919998,157.779999,390100,143.130432
"211",158.169998,158.610001,156.380005,158.360001,526400,143.65654
"212",158.330002,159.229996,157.279999,158.5,364200,143.783554
"213",158.479996,159.009995,157.970001,158.220001,462000,143.529587
"214",157.830002,160.089996,157.330002,159.149994,475100,144.373245
"215",159.570007,159.779999,157.550003,158.550003,571400,143.828934
"216",158.330002,158.369995,155.570007,157.330002,1191200,142.722198
"217",156.710007,157.399994,155.970001,156.809998,427700,142.250488
"218",156.169998,156.960007,155.210007,155.869995,357900,141.397766
"219",155.539993,158.089996,155.539993,156.070007,388400,141.579193
"220",156.490005,156.699997,155.119995,156.679993,370400,142.132568
"221",155.979996,157.729996,155.130005,156.690002,390400,142.141617
"222",156.279999,157.5,155.779999,157.070007,282000,143.235977
"223",156.570007,157.740005,156.570007,157.020004,331800,143.190338
"224",157,159.539993,156.610001,159.419998,399500,145.378922
"225",159.630005,161.679993,159.240005,161.119995,621200,146.929214
"226",161.460007,161.759995,160.570007,161.369995,590400,147.157227
"227",161.740005,162,159.539993,159.699997,126100,145.634308
"228",159.660004,161.339996,159.270004,161.289993,330700,147.084244
"229",161.369995,164.119995,160.550003,164.070007,507600,149.619415
"230",164.350006,167.929993,164.119995,167.220001,457400,152.491959
"231",167.470001,171.800003,166.830002,169.429993,934300,154.507294
"232",169.210007,169.380005,166.289993,168.25,617300,153.431259
"233",169.429993,174.059998,169.210007,173.320007,846600,158.054703
"234",172.020004,173.460007,170.929993,171.169998,418100,156.09407
"235",171.199997,171.470001,168.429993,168.619995,423700,153.768646
"236",168.820007,171.100006,168.410004,170.929993,323900,155.875198
"237",171.860001,172.589996,170.600006,172.190002,395200,157.024216
"238",172.830002,173.679993,170.889999,171.330002,666100,156.239975
"239",171.449997,171.929993,170.289993,170.779999,350300,155.738403
"240",170.449997,172.089996,170.059998,170.279999,415000,155.28244
"241",170.369995,170.369995,165.449997,165.5,702900,150.923462
"242",166.710007,168.970001,166.089996,168.199997,761900,153.385635
"243",169.300003,173.25,169.300003,172.619995,656000,157.416336
"244",172.660004,173.490005,170.110001,172.350006,584800,157.170166
"245",173.580002,175.270004,173.460007,174.940002,742100,159.532028
"246",174.899994,176.100006,174.020004,175.550003,619600,160.088272
"247",175.979996,176.380005,174.5,174.699997,359500,159.313141
"248",175.149994,175.860001,174.429993,174.820007,192800,159.422607
"249",175.089996,175.949997,174.830002,175.410004,258500,159.960617
"250",175.509995,176.080002,173.860001,175.880005,275000,160.389221
"251",176.75,176.75,174.220001,174.300003,326300,158.948395
"252",174.580002,177.089996,172.289993,176.889999,727700,161.310287
"253",176.679993,176.979996,173.669998,175.190002,434800,159.76001
"254",175.880005,176.830002,175.059998,176.169998,432400,160.653687
"255",176.729996,178.679993,176.279999,178.449997,407800,162.73288
"256",178.119995,181.690002,177.559998,181.470001,1454300,165.486908
"257",181.130005,181.990005,178.509995,178.759995,617400,163.015579
"258",178,180.520004,177.020004,180.389999,494700,164.502029
"259",180.800003,183.770004,180.649994,183.759995,425300,167.57518
"260",183.800003,185.470001,183.279999,183.589996,584600,167.420166
"261",184.460007,184.979996,180.559998,180.669998,647500,164.757355
"262",181.580002,181.580002,179.660004,181.169998,398200,165.213318
"263",181.360001,182.240005,179.570007,179.759995,592200,163.927475
"264",180.330002,182.940002,179.479996,182.789993,542600,166.690613
"265",182.940002,183.589996,181.520004,182.690002,511000,166.599442
"266",183,184,181.029999,183.199997,550600,167.064499
"267",183.529999,183.679993,181.600006,182.770004,505300,166.672424
"268",182.929993,183.190002,180.770004,181.029999,399100,165.085632
"269",181.630005,182.259995,180.389999,182.25,337000,166.198196
"270",180,181.470001,177.729996,177.910004,772500,162.240402
"271",176.119995,176.119995,171.320007,172.889999,1206600,157.662582
"272",173.899994,174.419998,170.970001,171.309998,765100,156.221741
"273",170.089996,171.669998,169.149994,169.880005,698800,154.917694
"274",168.630005,169.600006,166.509995,167.889999,792800,153.102966
"275",166.179993,170.809998,164.119995,164.289993,922700,149.820007
"276",160.580002,167.990005,160.009995,167.070007,887100,152.355179
"277",166.770004,170.759995,166.419998,166.630005,865200,151.953964
"278",164,164.100006,156.509995,156.720001,1697000,142.916748
"279",159.440002,160.649994,154.5,158.809998,2047600,144.822647
"280",160.270004,161.929993,158.619995,159.25,761200,145.223938
"281",158.850006,158.850006,156.080002,157.639999,747700,143.755707
"282",156.899994,159.419998,156.899994,159.029999,466900,145.0233
"283",160.25,161.559998,158.979996,161.179993,492700,146.983932
"284",161.119995,164.389999,160.130005,160.880005,721300,146.710358
"285",159.839996,161.809998,159.119995,160.940002,732200,146.765076
"286",161.110001,161.699997,158.039993,158.080002,614500,144.156998
"287",158.929993,161.509995,158.259995,159.789993,438600,145.71637
"288",160.619995,161.020004,159.130005,160.220001,262800,146.108536
"289",160.779999,161.160004,158.710007,160.160004,486700,146.053772
"290",160.259995,161.729996,158.210007,158.270004,549700,144.3302
"291",159.199997,161.339996,157.699997,159.220001,990300,145.196579
"292",158.869995,159.440002,152.339996,153.220001,844300,140.448349
"293",151.990005,153.970001,150.679993,153.649994,495400,140.842499
"294",153.160004,156.699997,151.710007,156.050003,523300,143.042435
"295",156.699997,159.520004,156.699997,158.940002,496800,145.691559
"296",157.240005,159.139999,156.550003,158.949997,426200,145.700714
"297",159.770004,159.770004,153.630005,154.770004,1071600,141.869141
"298",155.690002,155.690002,152.979996,153.380005,1915000,140.595001
"299",153.300003,153.369995,149.309998,151.470001,1599600,138.844223
"300",152.570007,153.899994,151.649994,151.940002,834500,139.27507
"301",152.419998,154.320007,151.660004,152.210007,676400,139.522552
"302",152.460007,153.380005,151.75,152.139999,520700,139.458374
"303",151.889999,154.039993,151.889999,152.899994,1223800,140.155014
"304",152.75,153.039993,147.789993,149.429993,839400,136.974258
"305",150.089996,151.979996,149.619995,150.789993,613900,138.220886
"306",151.25,153.839996,150.279999,151.699997,539600,139.055054
"307",150.529999,151.800003,148.300003,148.410004,559600,136.039291
"308",148.830002,150.279999,146.039993,146.259995,465200,134.068497
"309",148.139999,149.130005,147.630005,148.850006,947400,136.442612
"310",149.479996,149.75,145.669998,146.380005,1061200,134.178482
"311",147.059998,147.929993,145.979996,147.220001,492300,134.948486
"312",147.669998,149.470001,147.259995,147.539993,629000,135.241806
"313",147.119995,147.199997,143.050003,145.529999,792500,133.399353
"314",145.940002,148.059998,145.240005,148.009995,695400,135.672638
"315",145.929993,150.740005,145.75,150.559998,618900,138.010056
"316",151.149994,151.539993,148.660004,149.610001,545700,137.139267
"317",148.820007,149.929993,143.889999,145.960007,530400,133.793518
"318",147.330002,147.589996,145.119995,145.399994,355800,133.280182
"319",147.130005,148.139999,146.139999,146.919998,607800,134.673477
"320",145.880005,146.270004,143.720001,144.589996,860500,132.537689
"321",145.339996,146.25,144.479996,145.440002,434400,133.316849
"322",146.460007,146.619995,144.929993,145.559998,340500,133.426834
"323",146.800003,148.919998,146.130005,147.059998,680600,134.801834
"324",147.009995,147.009995,144.029999,144.440002,737600,132.400192
"325",144.649994,146.449997,143.559998,143.639999,1195000,131.666901
"326",152,158.630005,149.059998,152.589996,2819500,139.870865
"327",152.449997,152.449997,146.289993,146.839996,1340200,134.600128
"328",148.389999,150.190002,146.600006,147.389999,938700,135.104294
"329",148.339996,149.809998,143.899994,146.169998,829500,133.986008
"330",145.899994,147.100006,144.410004,146.360001,781700,134.160156
"331",147.169998,148.899994,145.839996,147.839996,578700,135.516815
"332",147.960007,147.960007,145.759995,147.229996,475300,134.957642
"333",147.270004,147.389999,145.229996,145.25,587900,133.142685
"334",144.619995,145.389999,142.970001,145.110001,640600,133.014359
"335",145.399994,147.110001,144.970001,145.190002,598100,133.087708
"336",144.429993,144.429993,141.630005,143.130005,695200,131.199402
